MSA;City;Generation;2007 Jobs;2013 Jobs;Job Change;% Job Change;2007 Share of All Jobs;2013 Share of All Jobs;Change in Share
43780;South Bend-Mishawaka, IN-MI;Millennial; 	37.732 ; 	36.310 ; 	(1.422);-4 %;25,0 %;25,7 %;0,6 %
21500;Erie, PA;Millennial; 	34.993 ; 	35.365 ; 	372 ;1 %;24,7 %;25,7 %;0,9 %
38300;Pittsburgh, PA;Millennial; 	294.077 ; 	312.573 ; 	18.496 ;6 %;24,1 %;25,6 %;1,5 %
24660;Greensboro-High Point, NC;Millennial; 	101.608 ; 	95.543 ; 	(6.065);-6 %;25,7 %;25,6 %;-0,1 %
19460;Decatur, AL;Millennial; 	15.917 ; 	14.913 ; 	(1.004);-6 %;25,3 %;25,6 %;0,3 %
13020;Bay City, MI;Millennial; 	9.900 ; 	9.993 ; 	93 ;1 %;24,3 %;25,6 %;1,2 %
49020;Winchester, VA-WV;Millennial; 	15.502 ; 	16.224 ; 	722 ;5 %;24,9 %;25,5 %;0,6 %
27100;Jackson, MI;Millennial; 	14.821 ; 	15.169 ; 	348 ;2 %;24,1 %;25,5 %;1,4 %
44220;Springfield, OH;Millennial; 	14.027 ; 	13.798 ; 	(229);-2 %;24,3 %;25,5 %;1,1 %
37700;Pascagoula, MS;Millennial; 	15.488 ; 	15.337 ; 	(151);-1 %;25,2 %;25,5 %;0,2 %
39300;Providence-New Bedford-Fall River, RI-MA;Millennial; 	190.853 ; 	185.489 ; 	(5.364);-3 %;24,7 %;25,4 %;0,7 %
10420;Akron, OH;Millennial; 	89.848 ; 	87.575 ; 	(2.273);-3 %;24,9 %;25,4 %;0,4 %
40420;Rockford, IL;Millennial; 	42.790 ; 	39.301 ; 	(3.489);-8 %;25,3 %;25,3 %;0,1 %
46540;Utica-Rome, NY;Millennial; 	33.033 ; 	33.106 ; 	73 ;0 %;24,0 %;25,3 %;1,3 %
38220;Pine Bluff, AR;Millennial; 	10.709 ; 	9.830 ; 	(879);-8 %;25,1 %;25,3 %;0,2 %
29460;Lakeland-Winter Haven, FL;Millennial; 	56.477 ; 	53.375 ; 	(3.102);-5 %;24,8 %;25,3 %;0,5 %
49180;Winston-Salem, NC;Millennial; 	58.390 ; 	56.911 ; 	(1.479);-3 %;24,7 %;25,3 %;0,6 %
12980;Battle Creek, MI;Millennial; 	15.899 ; 	15.023 ; 	(876);-6 %;25,6 %;25,3 %;-0,3 %
41780;Sandusky, OH;Millennial; 	9.874 ; 	10.229 ; 	355 ;4 %;23,9 %;25,3 %;1,3 %
31340;Lynchburg, VA;Millennial; 	28.751 ; 	29.168 ; 	417 ;1 %;24,3 %;25,3 %;1,0 %
17420;Cleveland, TN;Millennial; 	11.516 ; 	11.877 ; 	361 ;3 %;25,1 %;25,3 %;0,2 %
13780;Binghamton, NY;Millennial; 	28.529 ; 	27.826 ; 	(703);-2 %;24,0 %;25,2 %;1,3 %
42140;Santa Fe, NM;Millennial; 	19.061 ; 	18.036 ; 	(1.025);-5 %;24,6 %;25,2 %;0,6 %
15980;Cape Coral-Fort Myers, FL;Millennial; 	61.112 ; 	57.784 ; 	(3.328);-5 %;24,7 %;25,2 %;0,5 %
27500;Janesville, WI;Millennial; 	18.026 ; 	17.116 ; 	(910);-5 %;24,0 %;25,2 %;1,2 %
30340;Lewiston-Auburn, ME;Millennial; 	13.427 ; 	13.372 ; 	(55);-0 %;24,1 %;25,2 %;1,1 %
33780;Monroe, MI;Millennial; 	11.412 ; 	10.709 ; 	(703);-6 %;24,3 %;25,2 %;0,8 %
19820;Detroit-Warren-Livonia, MI;Millennial; 	515.745 ; 	486.386 ; 	(29.359);-6 %;25,3 %;25,2 %;-0,1 %
33140;Michigan City-La Porte, IN;Millennial; 	12.229 ; 	11.398 ; 	(831);-7 %;24,8 %;25,1 %;0,3 %
37620;Parkersburg-Marietta-Vienna, WV-OH;Millennial; 	19.096 ; 	18.313 ; 	(783);-4 %;25,0 %;25,1 %;0,1 %
48700;Williamsport, PA;Millennial; 	13.525 ; 	14.978 ; 	1.453 ;11 %;23,4 %;25,0 %;1,6 %
48140;Wausau, WI;Millennial; 	19.564 ; 	17.912 ; 	(1.652);-8 %;24,9 %;25,0 %;0,1 %
33100;Miami-Fort Lauderdale-Pompano Beach, FL;Millennial; 	663.363 ; 	631.810 ; 	(31.553);-5 %;25,2 %;25,0 %;-0,3 %
11300;Anderson, IN;Millennial; 	11.142 ; 	11.173 ; 	31 ;0 %;24,6 %;24,9 %;0,4 %
19180;Danville, IL;Millennial; 	8.388 ; 	7.608 ; 	(780);-9 %;25,2 %;24,9 %;-0,3 %
17460;Cleveland-Elyria-Mentor, OH;Millennial; 	279.180 ; 	266.506 ; 	(12.674);-5 %;24,4 %;24,9 %;0,5 %
40220;Roanoke, VA;Millennial; 	41.582 ; 	40.354 ; 	(1.228);-3 %;24,3 %;24,8 %;0,5 %
19660;Deltona-Daytona Beach-Ormond Beach, FL;Millennial; 	45.023 ; 	42.479 ; 	(2.544);-6 %;24,1 %;24,8 %;0,7 %
25180;Hagerstown-Martinsburg, MD-WV;Millennial; 	26.820 ; 	27.390 ; 	570 ;2 %;24,3 %;24,8 %;0,4 %
35660;Niles-Benton Harbor, MI;Millennial; 	16.618 ; 	16.446 ; 	(172);-1 %;23,6 %;24,8 %;1,2 %
41540;Salisbury, MD;Millennial; 	15.035 ; 	13.673 ; 	(1.362);-9 %;25,1 %;24,7 %;-0,4 %
43900;Spartanburg, SC;Millennial; 	32.430 ; 	31.887 ; 	(543);-2 %;24,4 %;24,7 %;0,2 %
19060;Cumberland, MD-WV;Millennial; 	9.659 ; 	10.147 ; 	488 ;5 %;23,6 %;24,6 %;1,0 %
39140;Prescott, AZ;Millennial; 	18.474 ; 	15.708 ; 	(2.766);-15 %;24,3 %;24,6 %;0,3 %
39540;Racine, WI;Millennial; 	19.829 ; 	19.811 ; 	(18);-0 %;23,7 %;24,6 %;0,9 %
25420;Harrisburg-Carlisle, PA;Millennial; 	83.464 ; 	82.168 ; 	(1.296);-2 %;24,1 %;24,5 %;0,4 %
39100;Poughkeepsie-Newburgh-Middletown, NY;Millennial; 	65.762 ; 	66.331 ; 	569 ;1 %;23,4 %;24,5 %;1,1 %
11020;Altoona, PA;Millennial; 	15.671 ; 	15.546 ; 	(125);-1 %;23,6 %;24,5 %;0,9 %
29540;Lancaster, PA;Millennial; 	60.927 ; 	62.052 ; 	1.125 ;2 %;23,5 %;24,5 %;1,0 %
40580;Rocky Mount, NC;Millennial; 	17.976 ; 	15.685 ; 	(2.291);-13 %;25,1 %;24,5 %;-0,6 %
14860;Bridgeport-Stamford-Norwalk, CT;Millennial; 	116.102 ; 	114.468 ; 	(1.634);-1 %;24,3 %;24,5 %;0,2 %
15940;Canton-Massillon, OH;Millennial; 	44.402 ; 	44.026 ; 	(376);-1 %;23,7 %;24,4 %;0,7 %
36100;Ocala, FL;Millennial; 	27.872 ; 	25.483 ; 	(2.389);-9 %;24,1 %;24,4 %;0,3 %
31900;Mansfield, OH;Millennial; 	14.204 ; 	13.227 ; 	(977);-7 %;23,1 %;24,4 %;1,3 %
42540;Scranton--Wilkes-Barre, PA;Millennial; 	64.444 ; 	65.136 ; 	692 ;1 %;23,3 %;24,3 %;1,0 %
12620;Bangor, ME;Millennial; 	19.156 ; 	18.907 ; 	(249);-1 %;23,8 %;24,3 %;0,5 %
38860;Portland-South Portland-Biddeford, ME;Millennial; 	70.084 ; 	70.869 ; 	785 ;1 %;23,6 %;24,3 %;0,7 %
35300;New Haven-Milford, CT;Millennial; 	94.332 ; 	97.633 ; 	3.301 ;3 %;23,0 %;24,3 %;1,2 %
10900;Allentown-Bethlehem-Easton, PA-NJ;Millennial; 	85.175 ; 	90.352 ; 	5.177 ;6 %;23,1 %;24,2 %;1,1 %
25540;Hartford-West Hartford-East Hartford, CT;Millennial; 	157.377 ; 	159.611 ; 	2.234 ;1 %;23,4 %;24,2 %;0,8 %
24020;Glens Falls, NY;Millennial; 	13.634 ; 	14.316 ; 	682 ;5 %;23,1 %;24,1 %;1,0 %
49620;York-Hanover, PA;Millennial; 	44.572 ; 	45.490 ; 	918 ;2 %;22,8 %;24,1 %;1,3 %
37380;Palm Coast, FL;Millennial; 	4.944 ; 	5.331 ; 	387 ;8 %;22,6 %;24,1 %;1,4 %
34940;Naples-Marco Island, FL;Millennial; 	35.657 ; 	33.352 ; 	(2.305);-6 %;24,1 %;24,0 %;-0,1 %
19260;Danville, VA;Millennial; 	10.059 ; 	10.380 ; 	321 ;3 %;22,8 %;23,9 %;1,1 %
48540;Wheeling, WV-OH;Millennial; 	16.405 ; 	16.506 ; 	101 ;1 %;23,2 %;23,9 %;0,7 %
47220;Vineland-Millville-Bridgeton, NJ;Millennial; 	15.363 ; 	15.053 ; 	(310);-2 %;23,0 %;23,9 %;0,9 %
39740;Reading, PA;Millennial; 	43.712 ; 	43.936 ; 	224 ;1 %;23,2 %;23,9 %;0,7 %
30140;Lebanon, PA;Millennial; 	12.652 ; 	13.245 ; 	593 ;5 %;23,3 %;23,9 %;0,6 %
28740;Kingston, NY;Millennial; 	16.506 ; 	15.833 ; 	(673);-4 %;23,0 %;23,9 %;0,9 %
37340;Palm Bay-Melbourne-Titusville, FL;Millennial; 	52.090 ; 	50.375 ; 	(1.715);-3 %;23,0 %;23,8 %;0,7 %
25860;Hickory-Lenoir-Morganton, NC;Millennial; 	42.067 ; 	36.794 ; 	(5.273);-13 %;23,9 %;23,8 %;-0,1 %
12100;Atlantic City-Hammonton, NJ;Millennial; 	37.090 ; 	34.355 ; 	(2.735);-7 %;23,7 %;23,7 %;0,0 %
36140;Ocean City, NJ;Millennial; 	10.853 ; 	10.289 ; 	(564);-5 %;23,0 %;23,7 %;0,7 %
35840;North Port-Bradenton-Sarasota, FL;Millennial; 	72.889 ; 	64.363 ; 	(8.526);-12 %;23,4 %;23,6 %;0,3 %
45940;Trenton-Ewing, NJ;Millennial; 	59.345 ; 	59.741 ; 	396 ;1 %;23,9 %;23,5 %;-0,4 %
22540;Fond du Lac, WI;Millennial; 	12.126 ; 	12.039 ; 	(87);-1 %;23,2 %;23,5 %;0,3 %
31700;Manchester-Nashua, NH;Millennial; 	50.842 ; 	49.525 ; 	(1.317);-3 %;23,2 %;23,5 %;0,3 %
28700;Kingsport-Bristol-Bristol, TN-VA;Millennial; 	31.842 ; 	30.265 ; 	(1.577);-5 %;23,8 %;23,5 %;-0,3 %
43100;Sheboygan, WI;Millennial; 	16.087 ; 	14.509 ; 	(1.578);-10 %;23,8 %;23,5 %;-0,3 %
27780;Johnstown, PA;Millennial; 	15.264 ; 	14.571 ; 	(693);-5 %;23,4 %;23,4 %;0,0 %
38940;Port St. Lucie, FL;Millennial; 	34.692 ; 	32.910 ; 	(1.782);-5 %;23,1 %;23,3 %;0,2 %
34100;Morristown, TN;Millennial; 	13.317 ; 	11.525 ; 	(1.792);-13 %;24,4 %;23,2 %;-1,2 %
29020;Kokomo, IN;Millennial; 	11.122 ; 	10.551 ; 	(571);-5 %;22,5 %;23,2 %;0,7 %
35980;Norwich-New London, CT;Millennial; 	32.265 ; 	32.897 ; 	632 ;2 %;21,7 %;23,1 %;1,4 %
49660;Youngstown-Warren-Boardman, OH-PA;Millennial; 	59.300 ; 	55.819 ; 	(3.481);-6 %;22,9 %;23,1 %;0,2 %
42680;Sebastian-Vero Beach, FL;Millennial; 	12.592 ; 	12.254 ; 	(338);-3 %;22,5 %;22,9 %;0,5 %
16180;Carson City, NV;Millennial; 	7.752 ; 	6.642 ; 	(1.110);-14 %;22,5 %;22,9 %;0,4 %
39460;Punta Gorda, FL;Millennial; 	10.465 ; 	10.681 ; 	216 ;2 %;21,7 %;22,7 %;0,9 %
44600;Steubenville-Weirton, OH-WV;Millennial; 	10.621 ; 	9.397 ; 	(1.224);-12 %;21,1 %;21,3 %;0,2 %
