"faa","name","lat","lon","alt","tz","dst","city","country","flight_date","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","airline","tail_number","flight_number","origin","dest","air_time","actual_elapsed_time","distance","cancelled","diverted"
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1150,1155,-5,1327,1334,-7,EV,N19554,4393,IAH,PNS,71,97,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1158,1200,-2,1339,1349,-10,EV,N18556,3995,IAH,VPS,76,101,528,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",2229,2241,-12,2331,2345,-14,DL,N912DE,485,ATL,TLH,38,62,223,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1354,1225,89,1552,1423,89,EV,N617QX,2895,DFW,ECP,92,118,685,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1309,1300,9,1444,1443,1,AA,N9624T,2389,DFW,PNS,78,95,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1302,1307,-5,1344,1350,-6,OH,N572NN,5500,CLT,VPS,74,102,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1358,1342,16,1402,1348,14,DL,N989DL,2873,ATL,VPS,42,64,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1409,1414,-5,1609,1554,15,YX,N116HQ,4537,PHL,PNS,170,180,935,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1454,1459,-5,1501,1511,-10,DL,N947DL,1270,ATL,PNS,48,67,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1607,1610,-3,1726,1737,-11,OH,N570NN,5248,CLT,TLH,62,79,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1618,1617,1,1710,1712,-2,DL,N948DL,1786,ATL,TLH,40,52,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1617,1620,-3,1802,1809,-7,EV,N16571,4412,IAH,VPS,75,105,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1657,1635,22,1838,1812,26,YV,N86316,6184,IAH,PNS,69,101,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1649,1650,-1,1837,1846,-9,YV,N926LR,5906,DFW,VPS,82,108,641,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",,1710,,,1845,,WN,"",2008,HOU,ECP,,,571,1,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1709,1719,-10,1715,1722,-7,DL,N943DL,1167,ATL,VPS,42,66,250,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1722,1725,-3,1916,1919,-3,G4,"217NV",1909,OKC,VPS,94,114,726,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1743,1745,-2,1820,1825,-5,OH,N591NN,5709,CLT,VPS,74,97,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1813,1805,8,1957,1954,3,EV,N14907,4447,IAH,VPS,76,104,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1828,1834,-6,1831,1845,-14,DL,N967DL,2182,ATL,PNS,45,63,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1901,1855,6,2056,2053,3,AA,N983TW,1445,DFW,VPS,83,115,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1932,1935,-3,2054,2101,-7,OH,N723PS,5597,DCA,PNS,123,142,816,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1930,1936,-6,1942,1945,-3,DL,N916DE,1856,ATL,VPS,44,72,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1952,1955,-3,2025,2040,-15,OH,N581NN,5103,CLT,PNS,74,93,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",934,1955,819,1059,2140,799,EV,N14148,4190,IAH,ECP,65,85,572,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",2025,2000,25,2226,2216,10,YX,N407YX,4504,DCA,TLH,101,121,716,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",2048,2030,18,2347,2333,14,MQ,N229NN,4131,DFW,TLH,95,119,767,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",2048,2051,-3,2146,2155,-9,DL,N976DL,1669,ATL,TLH,41,58,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",2144,2151,-7,2230,2242,-12,MQ,N664MS,4109,MIA,PNS,84,106,530,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",2233,2232,1,2,2359,3,OH,N545PB,5284,CLT,TLH,64,89,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",2237,2238,-1,2242,2247,-5,DL,N957DL,1213,ATL,PNS,44,65,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-15",2103,2035,28,2244,2220,24,AA,N970TW,2641,DFW,PNS,80,101,604,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1231,1236,-5,1235,1247,-12,DL,N913DL,1353,ATL,PNS,45,64,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1250,1302,-12,1325,1343,-18,G4,"217NV",1919,SDF,VPS,75,95,532,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1310,1305,5,1612,1610,2,MQ,N260NN,4069,DFW,TLH,95,122,767,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1311,1320,-9,1441,1451,-10,OH,N595NN,5662,CLT,TLH,64,90,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1351,1354,-3,1347,1352,-5,DL,N924DL,2506,ATL,ECP,40,56,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1419,1421,-2,1511,1523,-12,DL,N955AT,1399,ATL,TLH,38,52,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1450,1439,11,1600,1603,-3,MQ,N688AE,3861,MIA,TLH,59,70,402,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1443,1445,-2,1647,1630,17,EV,N17560,4249,IAH,ECP,80,124,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1458,1455,3,1539,1542,-3,YX,N137HQ,4553,CLT,PNS,76,101,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",,1850,,,2054,,EV,N719EV,2870,DFW,ECP,,,685,1,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1525,1510,15,1520,1516,4,DL,N945DL,2802,ATL,VPS,40,55,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1610,1615,-5,1650,1701,-11,MQ,N656AE,3427,MIA,PNS,88,100,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1655,1655,0,1701,1704,-3,DL,N678DL,1814,ATL,PNS,48,66,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1652,1655,-3,1835,1845,-10,MQ,N252NN,3877,DFW,PNS,79,103,604,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1801,1705,56,1922,1830,52,WN,N916WN,976,HOU,PNS,65,81,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1709,1713,-4,1713,1711,2,DL,N913DL,1403,ATL,ECP,47,64,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1725,1730,-5,1857,1854,3,MQ,N650AE,3844,MIA,TLH,63,92,402,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",1825,1736,49,1912,1823,49,G4,"229NV",1901,CVG,VPS,87,107,600,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1746,1741,5,1821,1821,0,OH,N545PB,5463,CLT,PNS,79,95,488,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1833,1801,32,2013,1940,33,YX,N131HQ,4660,CLT,TLH,64,100,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-16",1802,1804,-2,1905,1910,-5,DL,N997AT,678,ATL,TLH,38,63,223,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",,1830,,,1915,,EV,N717EV,2890,CLT,ECP,,,437,1,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1009,1934,875,1010,1940,870,DL,N997DL,2431,ATL,ECP,39,61,240,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",,1935,,,2050,,WN,"",1378,BNA,ECP,,,401,1,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1935,1935,0,2048,2050,-2,WN,N570WN,1020,BNA,PNS,56,73,391,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",1945,1941,4,2127,2118,9,YV,N93305,6187,IAH,PNS,74,102,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",2154,2035,79,2324,2220,64,AA,N9628W,2641,DFW,PNS,74,90,604,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-16",2041,2046,-5,2051,2057,-6,DL,N983DL,1236,ATL,PNS,47,70,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",2239,2241,-2,2327,2320,7,OH,N572NN,5696,CLT,VPS,79,108,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-16",2238,2242,-4,2245,2248,-3,DL,N901DE,1590,ATL,VPS,41,67,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-16",1155,2245,790,1154,2250,784,DL,N900DE,2303,ATL,ECP,39,59,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",651,700,-9,802,810,-8,G4,"326NV",1424,PIT,VPS,110,131,775,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",724,725,-1,850,904,-14,EV,N15980,4182,IAH,PNS,70,86,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",734,739,-5,821,824,-3,OH,N540EA,5237,CLT,PNS,80,107,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",849,745,64,1003,900,63,WN,N7703A,1281,BNA,ECP,61,74,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",826,750,36,938,905,33,WN,N285WN,2229,BNA,PNS,60,72,391,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",834,835,-1,903,911,-8,OH,N576NN,5564,CLT,VPS,72,89,460,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",818,820,-2,824,831,-7,DL,N907DL,2212,ATL,PNS,45,66,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",831,836,-5,935,941,-6,"9E",N931XJ,3281,ATL,TLH,44,64,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",845,850,-5,1018,1023,-5,YX,N424YX,4609,DCA,VPS,117,153,789,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",920,900,20,912,903,9,DL,N987DL,2029,ATL,ECP,39,52,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",855,900,-5,1026,1025,1,OH,N589NN,5272,CLT,TLH,72,91,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",926,915,11,1004,1000,4,MQ,N619AE,3733,MIA,PNS,85,98,530,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",920,929,-9,1055,1113,-18,G4,"217NV",1903,BLV,VPS,76,95,587,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",944,935,9,1107,1115,-8,YX,N648RW,3668,IAH,PNS,69,83,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",942,944,-2,944,950,-6,DL,N909DE,2716,ATL,VPS,40,62,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1000,1002,-2,1017,1017,0,DL,N6700,2179,ATL,PNS,54,77,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",1001,1010,-9,1150,1155,-5,EV,N15912,4451,IAH,ECP,86,109,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1015,1020,-5,1153,1208,-15,MQ,N229NN,3324,DFW,PNS,79,98,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",1044,1050,-6,1146,1150,-4,DL,N953DL,489,ATL,TLH,43,62,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",1021,1025,-4,1143,1147,-4,MQ,N681AE,3663,MIA,TLH,60,82,402,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1051,1055,-4,1309,1257,12,YV,N930LR,5740,DFW,VPS,86,138,641,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",1108,1112,-4,1103,1116,-13,DL,N958DL,1733,ATL,ECP,41,55,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1125,1130,-5,1225,1214,11,OH,N558NN,5298,CLT,PNS,80,120,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",1124,1131,-7,1155,1209,-14,EV,N611QX,2893,CLT,ECP,68,91,437,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1141,1138,3,1309,1300,9,MQ,N221NN,3771,DCA,PNS,125,148,816,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1133,1139,-6,1347,1352,-5,F9,N938FR,1286,ORD,PNS,109,134,794,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1152,1155,-3,1330,1334,-4,EV,N14905,4393,IAH,PNS,76,98,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1151,1200,-9,1336,1345,-9,G4,"220NV",1991,EWR,VPS,147,165,988,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1157,1200,-3,1341,1349,-8,EV,N15980,3995,IAH,VPS,77,104,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1233,1236,-3,1240,1247,-7,DL,N950DL,1353,ATL,PNS,51,67,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",1221,1225,-4,1417,1423,-6,EV,N600QX,2895,DFW,ECP,89,116,685,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1253,1300,-7,1441,1443,-2,AA,N7541A,2389,DFW,PNS,86,108,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",1305,1305,0,1603,1610,-7,MQ,N225NN,4069,DFW,TLH,93,118,767,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1451,1307,104,1545,1350,115,OH,N569NN,5500,CLT,VPS,81,114,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",1311,1320,-9,1432,1451,-19,OH,N559NN,5662,CLT,TLH,59,81,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1335,1342,-7,1333,1348,-15,DL,N908DL,2873,ATL,VPS,40,58,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",1429,1439,-10,1543,1603,-20,MQ,N681AE,3861,MIA,TLH,60,74,402,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",1447,1445,2,1639,1630,9,EV,N14568,4249,IAH,ECP,81,112,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1452,1455,-3,1540,1542,-2,YX,N108HQ,4553,CLT,PNS,79,108,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1459,1459,0,1503,1511,-8,DL,N988DL,1270,ATL,PNS,48,64,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1503,1510,-7,1507,1516,-9,DL,N959DL,2802,ATL,VPS,46,64,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",1649,1610,39,1812,1737,35,OH,N580NN,5248,CLT,TLH,60,83,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1722,1620,62,1911,1809,62,EV,N12540,4412,IAH,VPS,80,109,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1847,1635,132,2033,1812,141,YV,N89315,6184,IAH,PNS,72,106,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1804,1650,74,1956,1846,70,YV,N959LR,5906,DFW,VPS,92,112,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1734,1705,29,1852,1830,22,WN,N720WN,976,HOU,PNS,67,78,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",,1710,,,1845,,WN,"",2008,HOU,ECP,,,571,1,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",1705,1713,-8,1701,1711,-10,DL,N999DN,1403,ATL,ECP,39,56,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1711,1719,-8,1711,1722,-11,DL,N910DL,1167,ATL,VPS,44,60,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1739,1741,-2,1815,1821,-6,OH,N510AE,5463,CLT,PNS,73,96,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1742,1745,-3,1822,1825,-3,OH,N565NN,5709,CLT,VPS,77,100,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-17",1804,1805,-1,1951,1954,-3,EV,N16561,4447,IAH,VPS,81,107,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",,1830,,,1915,,EV,N600QX,2890,CLT,ECP,,,437,1,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-17",1008,1934,874,1011,1940,871,DL,N981DL,2431,ATL,ECP,41,63,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",1946,1941,5,2118,2118,0,YV,N85354,6187,IAH,PNS,69,92,489,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",2037,2030,7,2334,2333,1,MQ,N260NN,4131,DFW,TLH,93,117,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-17",2055,2046,9,2055,2057,-2,DL,N904DL,1236,ATL,PNS,47,60,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-17",2044,2051,-7,2142,2155,-13,DL,N912DL,1669,ATL,TLH,39,58,223,0,0
